180000,5683.7544035053825,198.54706421356366
180400,5683.795571348091,1295.5967656404691
180800,5683.826476003006,2173.242707712977
181200,5683.8591825557105,2875.3660026815237
181600,5683.713155331906,3437.0354332116003
182000,5683.590224274237,3886.346391424128
182400,5683.464561732774,4245.770025485857
182800,5683.499444290546,4533.315909246796
183200,5683.447727970444,4763.3422729915255
183600,5683.535843778561,4947.380987148933
184000,5683.8387357694455,5094.672536873036
184400,5684.184992318256,5212.57502796208
184800,5684.603152563612,5306.9806528823865
185200,5685.260840857965,5382.636690477502
185600,5686.284119110577,5443.366176204117
186000,5687.119044951839,5492.116749953662
186400,5687.923147515941,5531.278029466119
186800,5688.654657487452,5562.7533550703865
187200,5689.287050428649,5588.06009414204
187600,5689.863503565045,5608.420776026642
188000,5690.344653938147,5624.805551608943
188400,5690.792456212478,5638.00293252965
188800,5690.823884719868,5648.567122967694
189200,5690.9926180512975,5657.052221984415
189600,5691.336020640879,5663.908981715708
190000,5691.716530539337,5669.470491480434
190400,5691.880531675302,5673.952499519408
190800,5691.826914055963,5677.52738242672
191200,5691.77886072553,5680.377678086482
191600,5691.848262434931,5682.671794956173
192000,5692.093633468092,5684.556162658557
192400,5692.244198405708,5686.093769807987
192800,5692.229104003435,5687.320836647077
193200,5692.164928786466,5688.289655074955
193600,5692.160220559819,5689.063768171927
194000,5692.07313018748,5689.665640575038
194400,5691.77039384938,5690.086591229907
194800,5691.251905763392,5690.319654136604
195200,5690.591165180697,5690.373956345424
195600,5689.955974808701,5690.29036003808
196000,5689.453654049242,5690.123018840312
196400,5689.069589471845,5689.912332966619
196800,5688.662537094022,5689.6623737921
197200,5688.126461305853,5689.3551912948515
197600,5687.732933040745,5689.030739644031
198000,5687.377905088408,5688.700172732906
198400,5686.959021496458,5688.351942485617
198800,5686.69797545492,5688.021149079478
199200,5686.495305906809,5687.715980444945
199600,5686.363070497684,5687.445398455493
200000,5686.107621192992,5687.177843002993
200400,5685.927435334057,5686.9277614692055
200800,5685.779813891562,5686.698171953677
201200,5685.569436212253,5686.472424805393
201600,5685.313741597801,5686.240688163874
202000,5684.975601294733,5685.987670790046
202400,5684.5998278742545,5685.710102206887
202800,5684.1711896309735,5685.402319691705
203200,5683.791852937276,5685.08022634082
203600,5683.473464411497,5684.758873954956
204000,5683.182641445524,5684.443627453069
204400,5683.017182478112,5684.158338458077
204800,5682.829721499711,5683.892615066404
205200,5682.808584797267,5683.675809012577
205600,5682.749553458236,5683.490557901709
206000,5682.853619891937,5683.3631702997545
206400,5682.98394516322,5683.287325272448
206800,5683.031989067994,5683.236258031558
207200,5682.889342211433,5683.166874867533
207600,5682.596204523099,5683.0527407986465
208000,5682.413442783415,5682.9248811956
208400,5682.279440288208,5682.795793014122
208800,5682.069564210324,5682.650547253363
209200,5681.691444552204,5682.458726713132
209600,5681.338346087888,5682.234650588083
210000,5681.112403305361,5682.010201131538
210400,5680.752204537719,5681.758601812775
210800,5680.374935113932,5681.481868473006
211200,5679.797968564356,5681.1450884912765
211600,5679.135826722064,5680.743236137434
212000,5678.654364401862,5680.32546179032
212400,5678.362398589897,5679.932849150236
212800,5678.0977028928755,5679.565819898764
213200,5677.795688927176,5679.211793704447
213600,5677.641711840434,5678.897777331645
214000,5677.841377716962,5678.686497408708
214400,5678.1293458686005,5678.575067100687
214800,5678.34021978746,5678.528097638042
215200,5678.498123869667,5678.522102884367
215600,5678.628635190706,5678.543409345635
216000,5678.885074741485,5678.611742424806
216400,5679.048511938753,5678.699096327596
216800,5679.177457716823,5678.794768605441
217200,5679.347147094822,5678.905244303318
217600,5679.3592908598885,5678.996053614632
218000,5679.220754246352,5679.040993740976
218400,5679.136993562591,5679.0601937053
218800,5678.847237631821,5679.017602490604
219200,5678.29348912037,5678.872779816557
219600,5677.693474687947,5678.636918790836
220000,5677.036950471422,5678.316925126954
220400,5676.324230311794,5677.918386163922
220800,5675.5137612151875,5677.437461174176
221200,5674.665580741816,5676.883085087704
221600,5674.000281596518,5676.306524389467
222000,5673.420852396736,5675.729389990922
222400,5672.946236590047,5675.172759310747
222800,5672.734970972856,5674.685201643169
223200,5672.459690172355,5674.240099349006
223600,5672.151156103724,5673.82231069995
224000,5671.947657626226,5673.4473800852065
224400,5671.747764412201,5673.107456950606
224800,5671.7112192030245,5672.82820940109
225200,5671.705512286559,5672.6036699781835
225600,5671.902095725787,5672.463355127704
226000,5672.262139556599,5672.423112013484
226400,5672.49986035432,5672.438461681651
226800,5672.77512701099,5672.505794747519
227200,5672.986465561078,5672.601928910231
227600,5673.029899242625,5672.68752297671
228000,5673.013280253196,5672.752674432008
228400,5672.899184020211,5672.781976349648
228800,5672.825660622775,5672.790713204274
229200,5672.6820708791865,5672.768984739257
229600,5672.510892125085,5672.717366216422
230000,5672.40330431259,5672.654553835657
230400,5672.152307088793,5672.554104486285
230800,5671.739127628878,5672.391109114804
231200,5671.275210999696,5672.167929491783
231600,5670.762188764375,5671.886781346301
232000,5670.0169531593365,5671.512815708908
232400,5669.190578509385,5671.048368269005
232800,5668.367330646136,5670.512160744432
233200,5667.540621271987,5669.917852849943
233600,5666.713351747985,5669.2769526295515
234000,5666.035340527637,5668.6286302091685
234400,5665.481810929663,5667.999266353268
234800,5664.88034847173,5667.37548277696
235200,5664.314764426145,5666.763339106797
235600,5663.77667871806,5666.166007029049
236000,5663.406179392825,5665.614041501805
236400,5663.200835056445,5665.131400212734
236800,5663.09866981428,5664.724854133044
237200,5663.106458608202,5664.401175028076
237600,5663.190017174333,5664.158943457328
238000,5663.358406678084,5663.998836101479
238400,5663.49906020363,5663.89888092191
238800,5663.705235610903,5663.860151859709
239200,5663.926593856449,5663.873440259057
239600,5664.106916334414,5663.920135474128
240000,5664.309094238815,5663.997927227066
240400,5664.484592814313,5664.095260344516
240800,5664.521384966605,5664.180485268934
241200,5664.4643420304565,5664.237256621238
241600,5664.35106567718,5664.2600184324265
242000,5664.233477832924,5664.254710312527
242400,5664.1858789725275,5664.240944044528
242800,5664.1785191003155,5664.228459055686
243200,5664.037619345462,5664.190291113641
243600,5663.830517619301,5664.118336414773
244000,5663.664770559795,5664.027623243777
244400,5663.335944855807,5663.889287566183
244800,5662.865421327503,5663.684514318447
245200,5662.279808554805,5663.403573165719
245600,5661.784949580446,5663.079848448664
246000,5661.388294856231,5662.741537730178
246400,5661.277775842233,5662.448785352589
246800,5661.291337095795,5662.21729570123
247200,5661.280790587584,5662.029994678501
247600,5661.268037294483,5661.877603201698
248000,5661.268105440676,5661.755703649494
248400,5661.405044941803,5661.685571907956
248800,5661.455534831318,5661.639564492629
249200,5661.410622401845,5661.593776074472
249600,5661.486666226165,5661.572354104811
250000,5661.589923500148,5661.575867983878
250400,5661.772362031448,5661.615166793392
250800,5661.944669723755,5661.681067379465
251200,5661.993596599349,5661.743573223443
251600,5661.792678901911,5661.753394359136
252000,5661.52748479012,5661.708212445334
252400,5661.210168050467,5661.60860356636
252800,5661.30587697559,5661.548058248206
253200,5661.391569953097,5661.516760589185
253600,5661.356470237997,5661.484702518947
254000,5661.398587542593,5661.467479523677
254400,5661.606756859945,5661.495334990931
254800,5661.927440620627,5661.58175611687
255200,5662.486908806763,5661.762786654848
255600,5663.018660550421,5662.013961433962
256000,5663.628215323897,5662.336812211949
256400,5664.33631551383,5662.736712872325
256800,5665.035666755183,5663.196503648897
257200,5665.771951258063,5663.71159317073
257600,5666.236591713904,5664.216592879366
258000,5666.443358241504,5664.661945951793
258400,5666.693948914609,5665.068346544356
258800,5667.1126403611215,5665.47720530771
